"ID","Site","Layer","Fire","Cortex","Class","Blank","Blank.technology","Technology","Preservation","Length","Width","Thickness","Robustness","Elongation","Platform.width","Platform.thickness","Platform_ratio","Platform.type","Platform.shape","Bulb","Bulbar.scars","Bulb.type","Lip","Lip.type","Curvature","Torsion","Torsion.simplified","Section","Blank.shape","Scar.pattern","Scar.pattern.2","Distal.end","Plunging","Bladelet.negatives","Typology","Typology.new","Retouch.position","Dorsal.retouch.localization","Ventral.retouch.localization","left_right","Volume","Area","raw.material.type","raw.material.source","raw.material.lumped","raw.material.provenience","X3D","Scanner"
"RB_1","RB","A2",FALSE,"0%","Tool","Bladelet","Optimal production","Optimal","Mesial",NA,7.09999990463257,1.60000002384186,4.43749987427145,NA,NA,NA,NA,NA,NA,FALSE,FALSE,"Absent",FALSE,"Absent","Curved slightly","0","no","Trapezoidal",NA,"Unidirectional convergent","Unidirectional convergent",NA,FALSE,FALSE,"Bladelet with lateral retouch","Retouched bladelet","Inverse",NA,"Continuous right","Unilateral right",NA,NA,"Chert","Local","Local","Local","no",NA
"RB_2","RB","A1",TRUE,"0%","Tool","Bladelet","Optimal production","Optimal","Distal",NA,4.19999980926514,1.10000002384186,3.81818156202963,NA,NA,NA,NA,NA,NA,FALSE,FALSE,"Absent",FALSE,"Absent","Straight","0","no","Trapezoidal",NA,"Unidirectional convergent","Unidirectional convergent","Convex",FALSE,FALSE,"Bladelet with lateral retouch","Retouched bladelet","Inverse",NA,"Continuous right","Unilateral right",NA,NA,"Chert","Local","Local","Local","no",NA
"RB_3","RB","A2",FALSE,"0%","Tool","Bladelet","Optimal production","Optimal","Proximal",NA,5.5,1.2,4.58333333333333,NA,1.10000002384186,0.100000001490116,11.0000000745058,"Linear","Linear",FALSE,FALSE,"Absent",TRUE,"Moderate","Curved slightly","0","no","Triangular",NA,"Unidirectional parallel","Unidirectional parallel",NA,FALSE,FALSE,"Bladelet with lateral retouch","Retouched bladelet","Inverse",NA,"Continuous right","Unilateral right",NA,NA,"Chert","Local","Local","Local","no",NA
"RB_4","RB","A2",FALSE,"0%","Tool","Bladelet","Optimal production","Optimal","Mesial",NA,5.90000009536743,2.09999990463257,2.80952398252596,NA,NA,NA,NA,NA,NA,FALSE,FALSE,"Absent",FALSE,"Absent","Straight","0","no","Trapezoidal",NA,"Unidirectional parallel","Unidirectional parallel",NA,FALSE,FALSE,"Bladelet with lateral retouch","Retouched bladelet","Inverse",NA,"Continuous right","Unilateral right",NA,NA,"Chert","Local","Local","Local","no",NA
"RB_5","RB","A2",FALSE,"0%","Tool","Bladelet","Optimal production","Optimal","Mesial",NA,4.19999980926514,1.79999995231628,2.33333328918175,NA,NA,NA,NA,NA,NA,FALSE,FALSE,"Absent",FALSE,"Absent","Straight","0","no","Triangular",NA,"Unidirectional parallel","Unidirectional parallel",NA,FALSE,FALSE,"Bladelet with lateral retouch","Retouched bladelet","Alternate","Continuous left","Continuous right","Ventral right",NA,NA,"Chert","Local","Local","Local","no",NA
"RB_6","RB","A1",FALSE,"0%","Tool","Bladelet","Optimal production","Optimal","Proximal",NA,7.69999980926514,2,3.84999990463257,NA,2.20000004768372,0.699999988079071,3.14285726449928,"Plain","Triangular",TRUE,FALSE,"Moderate",TRUE,"Moderate","Curved slightly","0","no","Trapezoidal","Sub-parallel","Unidirectional parallel","Unidirectional parallel",NA,FALSE,FALSE,"Bladelet with lateral retouch","Retouched bladelet","Inverse",NA,"Partial right","Unilateral right",NA,NA,"Chert","Local","Local","Local","no",NA
"RB_7","RB","A2",FALSE,"0%","Tool","Bladelet","Optimal production","Optimal","Proximal",NA,7.40000009536743,2,3.70000004768371,NA,2.90000009536743,0.600000023841858,4.83333330021964,"Plain","Irregular",FALSE,FALSE,"Absent",TRUE,"Pronounced","Straight","0","no","Triangular","Irregular","Unidirectional parallel","Unidirectional parallel",NA,FALSE,FALSE,"Bladelet with lateral retouch?","Retouched bladelet","Inverse",NA,"Partial right","Unilateral right",NA,NA,"Chert","Local","Local","Local","no",NA
"RB_8","RB","A1",FALSE,"0%","Tool","Bladelet","Optimal production","Optimal","Mesial",NA,6.30000019073486,1.70000004768372,3.70588236119094,NA,NA,NA,NA,NA,NA,FALSE,FALSE,"Absent",FALSE,"Absent","Straight","0","no","Trapezoidal",NA,"Unidirectional parallel","Unidirectional parallel",NA,FALSE,FALSE,"Bladelet with lateral retouch","Retouched bladelet","Inverse",NA,"Continuous right","Unilateral right",NA,NA,"Chert","Distant.France","Distant","France","no",NA
"RB_9","RB","A2",FALSE,"0%","Tool","Bladelet","Optimal production","Optimal","Proximal",NA,4.30000019073486,2.79999995231628,1.53571437998694,NA,1.89999997615814,0.300000011920929,6.33333300219642,"Plain","Rectangular",FALSE,FALSE,"Absent",TRUE,"Pronounced","Curved","1R","yes","Triangular",NA,"Unidirectional parallel","Unidirectional parallel",NA,FALSE,FALSE,"Bladelet with lateral retouch","Retouched bladelet","Inverse",NA,"Continuous right","Unilateral right",NA,NA,"Chert","Local","Local","Local","no",NA
"RB_10","RB","A2",FALSE,"0%","Tool","Blade","Optimal production","Optimal","Distal",NA,15.6999998092651,4.40000009536743,3.56818169749472,NA,NA,NA,NA,NA,NA,FALSE,FALSE,"Absent",FALSE,"Absent","Curved slightly","1R","yes","Trapezoidal","Convergent","Unidirectional convergent","Unidirectional convergent","Pointed",FALSE,FALSE,"Blade with lateral retouch","Retouched blade","Inverse",NA,"Continuous right","Unilateral right",NA,NA,"Chert","Local","Local","Local","no",NA
"RB_11","RB","A2",FALSE,"0%","Tool","Bladelet","Optimal production","Optimal","Mesial",NA,4.69999980926514,1.10000002384186,4.27272700672307,NA,NA,NA,NA,NA,NA,FALSE,FALSE,"Absent",FALSE,"Absent","Straight","0","no","Triangular",NA,"Unidirectional parallel","Unidirectional parallel",NA,FALSE,FALSE,"Bladelet with lateral retouch","Retouched bladelet","Inverse",NA,"Continuous right","Unilateral right",NA,NA,"Chert","Local","Local","Local","no",NA
"RB_12","RB","A1",FALSE,"0%","Tool","Bladelet","Optimal production","Optimal","Mesial",NA,6.40000009536743,1.70000004768372,3.76470583285427,NA,NA,NA,NA,NA,NA,FALSE,FALSE,"Absent",FALSE,"Absent","Straight","0","no","Triangular",NA,"Unidirectional","Unidirectional parallel",NA,FALSE,FALSE,"Bladelet with lateral retouch?","Retouched bladelet","Direct","Continuous left",NA,"Unilateral left",NA,NA,"Chert","Local","Local","Local","no",NA
"RB_13","RB","A1",TRUE,"0%","Tool","Bladelet","Optimal production","Optimal","Mesial",NA,6.19999980926514,1.5,4.13333320617676,NA,NA,NA,NA,NA,NA,FALSE,FALSE,"Absent",FALSE,"Absent","Straight","0","no","Triangular",NA,"Unidirectional","Unidirectional parallel",NA,FALSE,FALSE,"Bladelet with lateral retouch","Retouched bladelet","Direct","Continuous left",NA,"Unilateral left",NA,NA,"Chert","Local","Local","Local","no",NA
"RB_14","RB","A2",FALSE,"1-33%","Tool","Blade","Neo-crest","Maintenance","Complete",34.4000015258789,12.8000001907349,5,2.56000003814698,2.68750007916241,2.40000009536743,1.39999997615814,1.71428581159942,"Plain","Triangular",TRUE,TRUE,"Moderate",FALSE,"Absent","Curved intense","1L","yes","Lateral steep","Convergent","Unidirectional parallel + crossed","Other","Pointed",FALSE,FALSE,"Blade with lateral retouch?","Retouched blade","Inverse",NA,"Mesial right","Unilateral right",NA,NA,"Chert","Local","Local","Local","no",NA
"RB_15","RB","A2",FALSE,"0%","Tool","Bladelet","Optimal production","Optimal","Proximal",NA,5.69999980926514,1.79999995231628,3.16666664459088,NA,NA,NA,NA,"Undetermined","Undetermined",FALSE,FALSE,"Absent",FALSE,"Absent","Straight","0","no","Triangular",NA,"Unidirectional","Unidirectional parallel",NA,FALSE,FALSE,"Bladelet with lateral retouch","Retouched bladelet","Alternate","Continuous left","Continuous right","Ventral right",NA,NA,"Jasper","Distant.Italy","Distant","Italy","no",NA
"RB_16","RB","A2",FALSE,"0%","Tool","Bladelet","Optimal production","Optimal","Mesial",NA,9.19999980926514,1.5,6.13333320617676,NA,NA,NA,NA,NA,NA,FALSE,FALSE,"Absent",FALSE,"Absent","Straight","0","no","Polyhedral",NA,"Unidirectional parallel","Unidirectional parallel",NA,FALSE,FALSE,"Bladelet with lateral retouch","Retouched bladelet","Inverse",NA,"Discont. right","Unilateral right",NA,NA,"Jasper","Distant.Italy","Distant","Italy","no",NA
"RB_17","RB","A1",FALSE,"0%","Tool","Bladelet","Optimal production","Optimal","Mesial",NA,11.1999998092651,2.79999995231628,3.99999999999999,NA,NA,NA,NA,NA,NA,FALSE,FALSE,"Absent",FALSE,"Absent","Straight","0","no","Trapezoidal",NA,"Unidirectional parallel","Unidirectional parallel",NA,FALSE,FALSE,"Bladelet with lateral retouch?","Retouched bladelet","Direct","Continuous left",NA,"Unilateral left",NA,NA,"Jasper","Distant.Italy","Distant","Italy","no",NA
"RB_18","RB","A2",FALSE,"0%","Blank","Bladelet","Optimal production","Optimal","Proximal",NA,8.89999961853027,1,8.89999961853027,NA,0.800000011920929,0.300000011920929,2.66666660043929,"Plain","Oval",FALSE,FALSE,"Absent",TRUE,"Pronounced","Straight","0","no","Trapezoidal","Sub-parallel","Unidirectional parallel","Unidirectional parallel",NA,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,"Jasper","Distant.Italy","Distant","Italy","no",NA
"RB_19","RB","A2",FALSE,"0%","Tool","Bladelet","Optimal production","Optimal","Mesial",NA,4.59999990463257,1.20000004768372,3.83333310153749,NA,NA,NA,NA,NA,NA,FALSE,FALSE,"Absent",FALSE,"Absent","Straight","0","no","Triangular",NA,"Unidirectional parallel","Unidirectional parallel",NA,FALSE,FALSE,"Bladelet with lateral retouch","Retouched bladelet","Alternate","Continuous left","Continuous right","Ventral right",NA,NA,"Jasper","Distant.Italy","Distant","Italy","no",NA
"RB_20","RB","A2",FALSE,"0%","Tool","Bladelet","Optimal production","Optimal","Mesial",NA,7.30000019073486,1.70000004768372,4.29411763880903,NA,NA,NA,NA,NA,NA,FALSE,FALSE,"Absent",FALSE,"Absent","Curved","0","no","Polyhedral",NA,"Unidirectional parallel","Unidirectional parallel",NA,FALSE,FALSE,"Bladelet with lateral retouch","Retouched bladelet","Inverse",NA,"Continuous right","Unilateral right",NA,NA,"Jasper","Distant.Italy","Distant","Italy","no",NA
"RB_21","RB","A2",FALSE,"0%","Tool","Bladelet","Optimal production","Optimal","Distal",NA,3.79999995231628,0.899999976158142,4.22222228109101,NA,NA,NA,NA,NA,NA,FALSE,FALSE,"Absent",FALSE,"Absent","Straight","0","no","Triangular",NA,"Unidirectional convergent","Unidirectional convergent","Convex",FALSE,FALSE,"Bladelet with lateral retouch","Retouched bladelet","Alternate","Continuous left","Continuous right","Ventral right",NA,NA,"Jasper","Distant.Italy","Distant","Italy","no",NA
"RB_22","RB","A2",FALSE,"0%","Tool","Bladelet","Optimal production","Optimal","Proximal",NA,4.09999990463257,1.10000002384186,3.7272725597886,NA,0.100000001490116,0.100000001490116,1,"Punctiform","Punctiform",FALSE,FALSE,"Absent",TRUE,"Moderate","Straight","1L","yes","Trapezoidal",NA,"Unidirectional parallel","Unidirectional parallel",NA,FALSE,FALSE,"Bladelet with lateral retouch","Retouched bladelet","Alternate","Continuous left","Continuous right","Ventral right",NA,NA,"Jasper","Distant.Italy","Distant","Italy","no",NA
"RB_23","RB","A1",TRUE,"0%","Tool","Bladelet","Optimal production","Optimal","Mesial",NA,6.19999980926514,1.29999995231628,4.769230797446,NA,NA,NA,NA,NA,NA,FALSE,FALSE,"Absent",FALSE,"Absent","Straight","0","no","Flat",NA,"Unidirectional","Unidirectional parallel",NA,FALSE,FALSE,"Bladelet with lateral retouch?","Retouched bladelet","Inverse",NA,"Discont. left","Unilateral left",NA,NA,"Jasper","Distant.Italy","Distant","Italy","no",NA
"RB_24","RB","A2",FALSE,"0%","Tool","Bladelet","Optimal production","Optimal","Distal",NA,4.40000009536743,1.20000004768372,3.66666660043927,NA,NA,NA,NA,NA,NA,FALSE,FALSE,"Absent",FALSE,"Absent","Straight","0","no","Trapezoidal","Convergent","Unidirectional convergent","Unidirectional convergent","Convex",FALSE,FALSE,"Bladelet with lateral retouch","Retouched bladelet","Alternate","Mesial left","Continuous right","Ventral right",NA,NA,"Jasper","Distant.Italy","Distant","Italy","no",NA
"RB_25","RB","A2",FALSE,"0%","Tool","Bladelet","Optimal production","Optimal","Mesial",NA,5.30000019073486,1.20000004768372,4.4166666501098,NA,NA,NA,NA,NA,NA,FALSE,FALSE,"Absent",FALSE,"Absent","Straight","0","no","Trapezoidal",NA,"Unidirectional parallel","Unidirectional parallel",NA,FALSE,FALSE,"Bladelet with lateral retouch","Retouched bladelet","Alternate","Continuous left","Continuous right","Ventral right",NA,NA,"Jasper","Distant.Italy","Distant","Italy","no",NA
"RB_26","RB","A2",FALSE,"0%","Tool","Bladelet","Optimal production","Optimal","Distal",NA,5.59999990463257,1.5,3.73333326975505,NA,NA,NA,NA,NA,NA,FALSE,FALSE,"Absent",FALSE,"Absent","Straight","0","no","Trapezoidal",NA,"Unidirectional convergent","Unidirectional convergent","Pointed",FALSE,FALSE,"Bladelet with convergent retouched","Retouched bladelet","Alternate","Continuous left","Continuous right","Ventral right",NA,NA,"Jasper","Distant.Italy","Distant","Italy","no",NA
"RB_27","RB","A2",FALSE,"0%","Tool","Bladelet","Optimal production","Optimal","Distal",NA,4.90000009536743,1.5,3.26666673024495,NA,NA,NA,NA,NA,NA,FALSE,FALSE,"Absent",FALSE,"Absent","Straight","0","no","Triangular",NA,"Unidirectional parallel","Unidirectional parallel","Convex",FALSE,FALSE,"Bladelet with lateral retouch","Retouched bladelet","Alternate","Continuous left","Continuous right","Ventral right",NA,NA,"Jasper","Distant.Italy","Distant","Italy","no",NA
"RB_28","RB","A2",FALSE,"0%","Tool","Bladelet","Optimal production","Optimal","Complete",16,6.69999980926514,1.5,4.46666653951009,2.38805976947556,1.29999995231628,0.5,2.59999990463256,"Plain","Oval",TRUE,FALSE,"Moderate",TRUE,"Moderate","Curved slightly","1L","yes","Triangular","Sub-parallel","Unidirectional parallel","Unidirectional parallel","Convex",FALSE,FALSE,"Bladelet with lateral retouch?","Retouched bladelet","Direct","Mesial right",NA,"Unilateral right",NA,NA,"Jasper","Distant.Italy","Distant","Italy","no",NA
"RB_29","RB","A1",FALSE,"0%","Tool","Bladelet","Optimal production","Optimal","Proximal",19.2000007629395,4.90000009536743,1.10000002384186,4.45454544469344,3.91836742637854,0.300000011920929,0.300000011920929,1,"Punctiform","Punctiform",FALSE,FALSE,"Absent",TRUE,"Moderate","Curved","1R","yes","Triangular","Sub-parallel","Unidirectional parallel","Unidirectional parallel","Undetermined",FALSE,FALSE,"Bladelet with lateral retouch","Retouched bladelet","Inverse",NA,"Mesial right;Proximal right","Unilateral right",NA,NA,"Chert","Very-distant.Italy","Very.distant","Italy","no",NA
"RB_30","RB","A2",FALSE,"0%","Tool","Bladelet","Optimal production","Optimal","Distal",NA,5,2,2.5,NA,NA,NA,NA,NA,NA,FALSE,FALSE,"Absent",FALSE,"Absent","Straight","0","no","Triangular","Convergent","Unidirectional convergent","Unidirectional convergent","Convex",FALSE,FALSE,"Bladelet with lateral retouch","Retouched bladelet","Alternate","Continuous left","Continuous right","Ventral right",NA,NA,"Chert","Very-distant.Italy","Very.distant","Italy","no",NA
"RB_31","RB","A2",FALSE,"0%","Tool","Bladelet","Optimal production","Optimal","Proximal",NA,8.5,3.29999995231628,2.57575761297627,NA,2.40000009536743,1.5,1.60000006357829,"Plain","Rectangular",TRUE,FALSE,"Pronounced",TRUE,"Pronounced","Straight","0","no","Trapezoidal",NA,"Unidirectional parallel","Unidirectional parallel",NA,FALSE,FALSE,"Bladelet with lateral retouch","Retouched bladelet","Inverse",NA,"Continuous right","Unilateral right",NA,NA,"Chert","Very-distant.Italy","Very.distant","Italy","no",NA
"RB_32","RB","A1",FALSE,"0%","Tool","Bladelet","Optimal production","Optimal","Mesial",NA,5.69999980926514,1.79999995231628,3.16666664459088,NA,NA,NA,NA,NA,NA,FALSE,FALSE,"Absent",FALSE,"Absent","Straight","0","no","Trapezoidal",NA,"Unidirectional parallel","Unidirectional parallel",NA,FALSE,FALSE,"Bladelet with lateral retouch","Retouched bladelet","Alternate","Continuous right","Continuous left","Ventral left",NA,NA,"Chert","Very-distant.Italy","Very.distant","Italy","no",NA
"RB_33","RB","A2",FALSE,"0%","Tool","Bladelet","Optimal production","Optimal","Proximal",NA,7.5,2.20000004768372,3.40909083520085,NA,1.39999997615814,0.699999988079071,2,"Plain","Rectangular",TRUE,FALSE,"Moderate",TRUE,"Pronounced","Curved","0","no","Trapezoidal",NA,"Unidirectional parallel","Unidirectional parallel",NA,FALSE,FALSE,"Bladelet with lateral retouch","Retouched bladelet","Inverse",NA,"Continuous right","Unilateral right",NA,NA,"Chert","Very-distant.Italy","Very.distant","Italy","no",NA
"RB_34","RB","A2",FALSE,"0%","Tool","Bladelet","Optimal production","Optimal","Mesial",NA,4.40000009536743,1.70000004768372,2.58823527761808,NA,NA,NA,NA,NA,NA,FALSE,FALSE,"Absent",FALSE,"Absent","Curved slightly","1R","yes","Triangular",NA,"Unidirectional parallel","Unidirectional parallel",NA,FALSE,FALSE,"Bladelet with lateral retouch","Retouched bladelet","Alternate","Continuous left","Continuous right","Ventral right",NA,NA,"Chert","Very-distant.Italy","Very.distant","Italy","no",NA
"RB_36","RB","A2",FALSE,"0%","Tool","Bladelet","Optimal production","Optimal","Proximal",NA,7.80000019073486,1.70000004768372,4.58823527761808,NA,2.5,1,2.5,"Plain","Rectangular",FALSE,FALSE,"Absent",TRUE,"Pronounced","Curved slightly","0","no","Trapezoidal",NA,"Unidirectional parallel","Unidirectional parallel",NA,FALSE,FALSE,"Bladelet with lateral retouch","Retouched bladelet","Inverse",NA,"Continuous right","Unilateral right",NA,NA,"Chert","Very-distant.Italy","Very.distant","Italy","no",NA
"RB_37","RB","A2",TRUE,"0%","Tool","Blade","Optimal production","Optimal","Proximal",NA,16.1000003814697,3.20000004768372,5.03125004423781,NA,3.40000009536743,1.20000004768372,2.83333330021963,"Plain","Rectangular",TRUE,FALSE,"Pronounced",TRUE,"Pronounced","Straight","0","no","Trapezoidal","Sub-parallel","Unidirectional parallel","Unidirectional parallel",NA,FALSE,FALSE,"Blade with lateral retouch","Retouched blade","Alternate","Continuous left","Mesial right","Ventral right",NA,NA,"Chert","Very-distant.Italy","Very.distant","Italy","no",NA
"RB_38","RB","A2",FALSE,"0%","Tool","Bladelet","Optimal production","Optimal","Mesial",NA,5.30000019073486,1.39999997615814,3.78571448642381,NA,NA,NA,NA,NA,NA,FALSE,FALSE,"Absent",FALSE,"Absent","Straight","0","no","Trapezoidal",NA,"Unidirectional parallel","Unidirectional parallel",NA,FALSE,FALSE,"Bladelet with lateral retouch","Retouched bladelet","Direct","Continuous bilateral",NA,"Bilateral",NA,NA,"Chert","Very-distant.Italy","Very.distant","Italy","no",NA
"RB_39","RB","A2",FALSE,"0%","Tool","Bladelet","Optimal production","Optimal","Mesial",NA,3.79999995231628,1.60000002384186,2.37499993480742,NA,NA,NA,NA,NA,NA,FALSE,FALSE,"Absent",FALSE,"Absent","Straight","0","no","Trapezoidal",NA,"Unidirectional parallel","Unidirectional parallel",NA,FALSE,FALSE,"Bladelet with lateral retouch","Retouched bladelet","Alternate","Continuous left","Continuous right","Ventral right",NA,NA,"Chert","Very-distant.Italy","Very.distant","Italy","no",NA
"RB_40","RB","A2",FALSE,"0%","Tool","Bladelet","Optimal production","Optimal","Mesial",NA,6.09999990463257,2,3.04999995231629,NA,NA,NA,NA,NA,NA,FALSE,FALSE,"Absent",FALSE,"Absent","Straight","0","no","Polyhedral",NA,"Unidirectional parallel","Unidirectional parallel",NA,FALSE,FALSE,"Bladelet with lateral retouch","Retouched bladelet","Alternate","Continuous left","Continuous right","Ventral right",NA,NA,"Chert","Very-distant.Italy","Very.distant","Italy","no",NA
"RB_41","RB","A2",FALSE,"0%","Tool","Bladelet","Optimal production","Optimal","Mesial",NA,4.40000009536743,2.40000009536743,1.83333330021964,NA,NA,NA,NA,NA,NA,FALSE,FALSE,"Absent",FALSE,"Absent","Straight","0","no","Trapezoidal",NA,"Unidirectional","Unidirectional parallel",NA,FALSE,FALSE,"Bladelet with lateral retouch","Retouched bladelet","Inverse",NA,"Continuous right","Unilateral right",NA,NA,"Chert","Very-distant.Italy","Very.distant","Italy","no",NA
"RB_42","RB","A2",TRUE,"0%","Tool","Bladelet","Optimal production","Optimal","Proximal",NA,4,1.10000002384186,3.63636355754757,NA,1.29999995231628,0.100000001490116,12.9999993294477,"Linear","Linear",FALSE,FALSE,"Absent",TRUE,"Moderate","Straight","0","no","Triangular",NA,"Unidirectional","Unidirectional parallel",NA,FALSE,FALSE,"Bladelet with lateral retouch","Retouched bladelet","Inverse",NA,"Continuous right","Unilateral right",NA,NA,"Chert","Very-distant.Italy","Very.distant","Italy","no",NA
"RB_43","RB","A1",TRUE,"0%","Tool","Bladelet","Optimal production","Optimal","Distal",NA,6.90000009536743,1.79999995231628,3.83333348786391,NA,NA,NA,NA,NA,NA,FALSE,FALSE,"Absent",FALSE,"Absent","Straight","0","no","Triangular",NA,"Unidirectional parallel","Unidirectional parallel","Convex",FALSE,FALSE,"Bladelet with lateral retouch","Retouched bladelet","Direct","Continuous right",NA,"Unilateral right",NA,NA,"Chert","Very-distant.Italy","Very.distant","Italy","no",NA
"RB_44","RB","A2",FALSE,"0%","Tool","Bladelet","Optimal production","Optimal","Proximal",NA,6.59999990463257,1.5,4.39999993642171,NA,2.79999995231628,0.899999976158142,3.1111111405455,"Plain","Oval",FALSE,FALSE,"Absent",TRUE,"Pronounced","Straight","0","no","Triangular",NA,"Unidirectional parallel","Unidirectional parallel",NA,FALSE,FALSE,"Bladelet with lateral retouch","Retouched bladelet","Inverse",NA,"Continuous right","Unilateral right",NA,NA,"Chert","Very-distant.Italy","Very.distant","Italy","no",NA
"RB_45","RB","A2",FALSE,"0%","Tool","Bladelet","Optimal production","Optimal","Proximal",NA,5.09999990463257,0.899999976158142,5.66666671081826,NA,1.79999995231628,0.200000002980232,8.99999962747097,"Linear","Linear",TRUE,FALSE,"Moderate",TRUE,"Moderate","Straight","0","no","Trapezoidal",NA,"Unidirectional parallel","Unidirectional parallel",NA,FALSE,FALSE,"Bladelet with lateral retouch","Retouched bladelet","Inverse",NA,"Discont. right","Unilateral right",NA,NA,"Chert","Very-distant.Italy","Very.distant","Italy","no",NA
"RB_46","RB","A2",FALSE,"0%","Tool","Bladelet","Optimal production","Optimal","Mesial",NA,3.79999995231628,1.39999997615814,2.71428572644993,NA,NA,NA,NA,NA,NA,FALSE,FALSE,"Absent",FALSE,"Absent","Curved","0","no","Trapezoidal",NA,"Unidirectional convergent","Unidirectional convergent",NA,FALSE,FALSE,"Bladelet with lateral retouch","Retouched bladelet","Alternate","Continuous left","Continuous right","Ventral right",NA,NA,"Chert","Very-distant.Italy","Very.distant","Italy","no",NA
"RB_47","RB","A2",FALSE,"0%","Tool","Bladelet","Optimal production","Optimal","Mesial",NA,8.60000038146973,1.20000004768372,7.16666669978033,NA,NA,NA,NA,NA,NA,FALSE,FALSE,"Absent",FALSE,"Absent","Straight","0","no","Trapezoidal",NA,"Unidirectional parallel","Unidirectional parallel",NA,FALSE,FALSE,"Bladelet with lateral retouch","Retouched bladelet","Inverse",NA,"Continuous right","Unilateral right",NA,NA,"Chert","Very-distant.Italy","Very.distant","Italy","no",NA
"RB_48","RB","A2",FALSE,"0%","Tool","Bladelet","Optimal production","Optimal","Mesial",NA,7.40000009536743,2,3.70000004768371,NA,NA,NA,NA,NA,NA,FALSE,FALSE,"Absent",FALSE,"Absent","Straight","0","no","Trapezoidal",NA,"Unidirectional parallel","Unidirectional parallel",NA,FALSE,FALSE,"Bladelet with lateral retouch","Retouched bladelet","Direct","Continuous left",NA,"Unilateral left",NA,NA,"Chert","Very-distant.Italy","Very.distant","Italy","no",NA
"RB_49","RB","A2",TRUE,"0%","Tool","Bladelet","Optimal production","Optimal","Proximal",NA,8.30000019073486,2.90000009536743,2.86206893716783,NA,2.70000004768372,1.20000004768372,2.24999995032946,"Plain","Oval",TRUE,FALSE,"Pronounced",TRUE,"Pronounced","Straight","0","no","Polyhedral",NA,"Unidirectional parallel","Unidirectional parallel",NA,FALSE,FALSE,"Bladelet with lateral retouch","Retouched bladelet","Direct","Continuous bilateral",NA,"Bilateral",NA,NA,"Chert","Very-distant.Italy","Very.distant","Italy","no",NA
"RB_50","RB","A2",FALSE,"0%","Tool","Bladelet","Optimal production","Optimal","Mesial",NA,3.59999990463257,1.29999995231628,2.769230797446,NA,NA,NA,NA,NA,NA,FALSE,FALSE,"Absent",FALSE,"Absent","Straight","0","no","Trapezoidal",NA,"Unidirectional","Unidirectional parallel",NA,FALSE,FALSE,"Bladelet with lateral retouch","Retouched bladelet","Direct","Continuous left",NA,"Unilateral left",NA,NA,"Chert","Very-distant.Italy","Very.distant","Italy","no",NA
"RB_51","RB","A1",FALSE,"0%","Tool","Bladelet","Optimal production","Optimal","Distal",NA,5.69999980926514,1.60000002384186,3.56249982770532,NA,NA,NA,NA,NA,NA,FALSE,FALSE,"Absent",FALSE,"Absent","Curved","0","no","Trapezoidal","Convergent","Unidirectional convergent","Unidirectional convergent","Pointed",FALSE,FALSE,"Bladelet with lateral retouch","Retouched bladelet","Inverse",NA,"Continuous right","Unilateral right",NA,NA,"Chert","Very-distant.Italy","Very.distant","Italy","no",NA
"RB_52","RB","A2",FALSE,"0%","Tool","Bladelet","Optimal production","Optimal","Mesial",15.1000003814697,5.90000009536743,2.29999995231628,2.56521748595067,2.55932205718538,NA,NA,NA,NA,NA,FALSE,FALSE,"Absent",FALSE,"Absent","Straight","0","no","Trapezoidal",NA,"Unidirectional parallel","Unidirectional parallel",NA,FALSE,FALSE,"Bladelet with lateral retouch","Retouched bladelet","Alternate","Continuous left","Continuous right","Ventral right",NA,NA,"Chert","Very-distant.Italy","Very.distant","Italy","no",NA
"RB_54","RB","A2",FALSE,"0%","Tool","Bladelet","Carinated","Optimal","Complete",15.6000003814697,8.30000019073486,2,4.15000009536743,1.87951807505784,2.5,1,2.5,"Plain","Rectangular",TRUE,FALSE,"Pronounced",TRUE,"Pronounced","Curved slightly","0","no","Polyhedral","Convex","Unidirectional convergent","Unidirectional convergent","Convex",FALSE,FALSE,"Bladelet with lateral retouch","Retouched bladelet","Direct","Continuous right",NA,"Unilateral right",NA,NA,"Chert","Very-distant.Italy","Very.distant","Italy","no",NA
"RB_55","RB","A1",FALSE,"0%","Tool","Bladelet","Optimal production","Optimal","Mesial",NA,3.40000009536743,0.600000023841858,5.66666660043928,NA,NA,NA,NA,NA,NA,FALSE,FALSE,"Absent",FALSE,"Absent","Straight","0","no","Triangular",NA,"Unidirectional","Unidirectional parallel",NA,FALSE,FALSE,"Bladelet with lateral retouch","Retouched bladelet","Inverse",NA,"Continuous right","Unilateral right",NA,NA,"Chert","Distant.France","Distant","France","no",NA
"RB_56","RB","A2",FALSE,"0%","Tool","Bladelet","Optimal production","Optimal","Proximal",NA,5.09999990463257,0.899999976158142,5.66666671081826,NA,1.60000002384186,0.699999988079071,2.28571435869957,"Plain","Oval",TRUE,FALSE,"Moderate",TRUE,"Moderate","Straight","0","no","Triangular",NA,"Unidirectional parallel","Unidirectional parallel",NA,FALSE,FALSE,"Bladelet with lateral retouch","Retouched bladelet","Inverse",NA,"Continuous right","Unilateral right",NA,NA,"Chert","Distant.France","Distant","France","no",NA
