"ID","Site","Layer","Fire","Cortex","Class","Blank","Blank.technology","Technology","Preservation","Length","Width","Thickness","Robustness","Elongation","Platform.width","Platform.thickness","Platform_ratio","Platform.type","Platform.shape","Bulb","Bulbar.scars","Bulb.type","Lip","Lip.type","Curvature","Torsion","Torsion.simplified","Section","Blank.shape","Scar.pattern","Scar.pattern.2","Distal.end","Plunging","Bladelet.negatives","Typology","Typology.new","Retouch.position","Dorsal.retouch.localization","Ventral.retouch.localization","left_right","Volume","Area","raw.material.type","raw.material.source","raw.material.lumped","raw.material.provenience","X3D","Scanner"
"RB_963","RB","A2",FALSE,"0%","Blank","Bladelet","Lateral","Maintenance","Complete",17.2000007629395,7.59999990463257,1.5,5.06666660308838,2.26315802352251,1.89999997615814,0.400000005960464,4.74999986961484,"Plain","Rectangular",FALSE,FALSE,"Absent",TRUE,"Moderate","Curved","1L","yes","Polyhedral","Comma-like","Unidirectional parallel","Unidirectional parallel","Straight",FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,"Chert","Distant.France","Distant","France","no",NA
"RB_964","RB","A2",FALSE,"0%","Blank","Bladelet","Neo-crest","Maintenance","Complete",18.7000007629395,5.30000019073486,3.5,1.51428576878139,3.5283019037678,1.10000002384186,1,1.10000002384186,"Plain","Oval",FALSE,FALSE,"Absent",TRUE,"Moderate","Curved slightly","0","no","Triangular","Convergent","Unidirectional parallel + crossed","Other","Pointed",FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,"Chert","Very-distant.France","Very.distant","France","no",NA
"RB_965","RB","A2",FALSE,"0%","Blank","Bladelet","Optimal production","Optimal","Complete",16.7000007629395,5.80000019073486,1.79999995231628,3.22222241354578,2.87931038168183,2.20000004768372,0.899999976158142,2.44444456218202,"Plain","Oval",FALSE,FALSE,"Absent",TRUE,"Moderate","Curved slightly","1R","yes","Trapezoidal","Sub-parallel","Unidirectional parallel","Unidirectional parallel","Pointed",FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,"Undetermined","Undetermined","Undetermined","Undetermined","no",NA
"RB_966","RB","A2",FALSE,"0%","Blank","Bladelet","Optimal production","Optimal","Complete",16.2999992370605,6.19999980926514,1.5,4.13333320617676,2.62903221588848,2.29999995231628,0.600000023841858,3.83333310153749,"Plain","Rectangular",FALSE,FALSE,"Absent",TRUE,"Moderate","Straight","0","no","Triangular","Sub-parallel","Unidirectional parallel","Unidirectional parallel","Convex",FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,"Chert","Very-distant.France","Very.distant","France","no",NA
"RB_967","RB","A2",FALSE,"0%","Blank","Bladelet","Optimal production","Optimal","Complete",15.3999996185303,5.40000009536743,1.5,3.60000006357829,2.8518517308438,1.20000004768372,0.300000011920929,4.00000000000001,"Plain","Rectangular",TRUE,FALSE,"Moderate",TRUE,"Moderate","Straight","0","no","Triangular","Sub-parallel","Unidirectional parallel","Unidirectional parallel","Convex",FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,"Chert","Very-distant.France","Very.distant","France","no",NA
"RB_968","RB","A2",FALSE,"0%","Blank","Bladelet","Optimal production","Optimal","Complete",15.8999996185303,7.5,1.10000002384186,6.8181816704017,2.11999994913737,2.20000004768372,1,2.20000004768372,"Plain","Oval",FALSE,FALSE,"Absent",TRUE,"Pronounced","Straight","0","no","Triangular","Convergent","Unidirectional convergent","Unidirectional convergent","Convex",FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,"Chert","Local","Local","Local","no",NA
"RB_969","RB","A2",TRUE,"0%","Blank","Bladelet","Optimal production","Optimal","Complete",20.2999992370605,7.59999990463257,1.70000004768372,4.470588053799,2.67105256470946,3,0.400000005960464,7.4999998882413,"Plain","Rectangular",TRUE,FALSE,"Moderate",TRUE,"Moderate","Curved slightly","1R","yes","Trapezoidal","Sub-parallel","Unidirectional convergent","Unidirectional convergent","Convex",FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,"Chert","Local","Local","Local","no",NA
"RB_970","RB","A2",FALSE,"0%","Blank","Bladelet","Optimal production","Optimal","Complete",29.1000003814697,11.5,3.59999990463257,3.19444452906832,2.53043481577997,2.70000004768372,1.10000002384186,2.45454544469345,"Plain","Oval",TRUE,FALSE,"Moderate",TRUE,"Pronounced","Curved intense","1R","yes","Trapezoidal","Sub-parallel","Unidirectional parallel","Unidirectional parallel","Convex",FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,"Jasper","Distant.Italy","Distant","Italy","no",NA
"RB_971","RB","A2",FALSE,"0%","Blank","Bladelet","Optimal production","Optimal","Complete",24.1000003814697,9.10000038146973,3.59999990463257,2.52777795070484,2.64835157925316,2.40000009536743,0.200000002980232,12.0000002980232,"Cortical","Linear",TRUE,FALSE,"Moderate",TRUE,"Moderate","Curved slightly","1R","yes","Triangular","Sub-parallel","Unidirectional convergent","Unidirectional convergent","Convex",FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,"Chert","Local","Local","Local","no",NA
"RB_972","RB","A2",FALSE,"0%","Blank","Bladelet","Optimal production","Optimal","Complete",13,5.30000019073486,1.89999997615814,2.78947381960058,2.45283010040751,1.20000004768372,0.899999976158142,1.33333342163652,"Plain","Rectangular",TRUE,FALSE,"Moderate",TRUE,"Moderate","Curved slightly","0","no","Triangular","Sub-parallel","Unidirectional convergent","Unidirectional convergent","Pointed",FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,"Chert","Local","Local","Local","no",NA
"RB_973","RB","A2",FALSE,"0%","Blank","Bladelet","Optimal production","Optimal","Complete",18.8999996185303,7.80000019073486,1.79999995231628,4.33333355409129,2.4230768149186,3.5,1.29999995231628,2.69230779106096,"Plain","Rectangular",FALSE,FALSE,"Absent",TRUE,"Pronounced","Straight","0","no","Triangular","Convergent","Unidirectional convergent","Unidirectional convergent","Pointed",FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,"Chert","not.available","not.available","not.available","no",NA
"RB_978","RB","A2",FALSE,"0%","Blank","Bladelet","Optimal production","Optimal","Complete",20,7,1.5,4.66666666666667,2.85714285714286,2.09999990463257,0.800000011920929,2.62499984167517,"Plain","Rectangular",TRUE,FALSE,"Moderate",TRUE,"Moderate","Curved","1R","yes","Trapezoidal","Convergent","Unidirectional convergent","Unidirectional convergent","Convex",FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,"Chert","Local","Local","Local","no",NA
"RB_979","RB","A2",FALSE,"0%","Blank","Bladelet","Optimal production","Optimal","Complete",24.7000007629395,7.59999990463257,1.70000004768372,4.470588053799,3.2500001411689,2.29999995231628,0.5,4.59999990463256,"Plain","Rectangular",FALSE,FALSE,"Absent",TRUE,"Moderate","Curved slightly","0","no","Trapezoidal","Sub-parallel","Unidirectional convergent","Unidirectional convergent","Convex",FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,"Chert","Distant.France","Distant","France","no",NA
"RB_980","RB","A2",FALSE,"0%","Blank","Bladelet","Optimal production","Optimal","Complete",30,10.6999998092651,4.69999980926514,2.27659579648751,2.80373836773559,2.29999995231628,0.400000005960464,5.74999979510903,"Plain","Rectangular",FALSE,FALSE,"Absent",TRUE,"Moderate","Straight","0","no","Triangular","Sub-parallel","Unidirectional convergent","Unidirectional convergent","Straight",FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,"Chert","Distant.France","Distant","France","no",NA
"RB_981","RB","A2",FALSE,"0%","Tool","Blade","Optimal production","Optimal","Proximal",NA,15,5.19999980926514,2.88461549042245,NA,4.59999990463257,1.60000002384186,2.87499989755452,"Plain","Oval",TRUE,FALSE,"Moderate",TRUE,"Pronounced","Straight","0","no","Trapezoidal",NA,"Unidirectional parallel","Unidirectional parallel",NA,FALSE,FALSE,"Blade with lateral retouch","Retouched blade","Direct","Continuous bilateral",NA,"Bilateral",NA,NA,"Chert","Local","Local","Local","no",NA
"RB_982","RB","A2",FALSE,"0%","Blank","Blade","Optimal production","Optimal","Complete",42.2000007629395,12.6000003814697,5.90000009536743,2.1355932504752,3.34920630835863,1.5,0.699999988079071,2.14285717934978,"Plain","Oval",TRUE,FALSE,"Moderate",TRUE,"Moderate","Curved intense","1R","yes","Trapezoidal","Sub-parallel","Unidirectional parallel","Unidirectional parallel","Convex",FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,"Chert","Distant.France","Distant","France","no",NA
"RB_983","RB","A2",FALSE,"0%","Blank","Bladelet","Optimal production","Optimal","Complete",21.6000003814697,8.60000038146973,2.09999990463257,4.09523846286767,2.51162783992555,3.09999990463257,0.100000001490116,30.9999985843898,"Linear","Linear",FALSE,FALSE,"Absent",TRUE,"Pronounced","Curved slightly","0","no","Triangular","Sub-parallel","Unidirectional parallel","Unidirectional parallel","Convex",FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,"Chert","Local","Local","Local","no",NA
"RB_984","RB","A2",FALSE,"0%","Blank","Bladelet","Optimal production","Optimal","Complete",21,9.30000019073486,3.29999995231628,2.8181819167019,2.25806446981811,3.29999995231628,2.20000004768372,1.49999994581396,"Plain","Rectangular",FALSE,FALSE,"Absent",TRUE,"Moderate","Straight","0","no","Polyhedral","Convergent","Bidirectional","Bidirectional","Convex",FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,"Chert","Local","Local","Local","no",NA
"RB_985","RB","A2",FALSE,"0%","Blank","Bladelet","Optimal production","Optimal","Complete",24.3999996185303,9.30000019073486,1.60000002384186,5.81250003259628,2.62365581915136,1.5,1,1.5,"Plain","Oval",TRUE,FALSE,"Moderate",TRUE,"Pronounced","Curved slightly","0","no","Triangular","Convergent","Unidirectional convergent","Unidirectional convergent","Convex",FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,"Chert","Local","Local","Local","no",NA
"RB_986","RB","A2",FALSE,"0%","Blank","Bladelet","Optimal production","Optimal","Complete",15,6.09999990463257,1.70000004768372,3.58823513737187,2.4590164318869,1.5,0.100000001490116,14.9999997764826,"Linear","Linear",FALSE,TRUE,"Absent",FALSE,"Absent","Curved slightly","0","no","Trapezoidal","Sub-parallel","Unidirectional convergent","Unidirectional convergent","Convex",FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,"Chert","Very-distant.Italy","Very.distant","Italy","no",NA
"RB_987","RB","A2",FALSE,"0%","Blank","Bladelet","Optimal production","Optimal","Complete",15,5.5,2.09999990463257,2.6190477379866,2.72727272727273,2.70000004768372,1.10000002384186,2.45454544469345,"Plain","Oval",TRUE,FALSE,"Moderate",TRUE,"Moderate","Straight","0","no","Triangular","Sub-parallel","Unidirectional parallel","Unidirectional parallel","Convex",FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,"Chert","Local","Local","Local","no",NA
"RB_988","RB","A2",FALSE,"0%","Blank","Bladelet","Optimal production","Optimal","Complete",9,3.90000009536743,0.899999976158142,4.33333355409128,2.30769225126188,0.5,0.5,1,"Plain","Oval",FALSE,FALSE,"Absent",TRUE,"Moderate","Straight","0","no","Flat","Irregular","Unidirectional","Unidirectional parallel","Irregular",FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,"Chert","Local","Local","Local","no",NA
"RB_989","RB","A2",FALSE,"0%","Blank","Bladelet","Optimal production","Optimal","Complete",12.8000001907349,4.90000009536743,0.699999988079071,7.00000025544848,2.61224488604323,0.899999976158142,0.100000001490116,8.99999962747099,"Linear","Linear",FALSE,FALSE,"Absent",TRUE,"Moderate","Curved slightly","0","no","Flat","Sub-parallel","Unidirectional convergent","Unidirectional convergent","Pointed",FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,"Chert","Distant.France","Distant","France","no",NA
"RB_990","RB","A2",FALSE,"1-33%","Blank","Bladelet","Semi-cortical","Semi-cortical","Complete",9.89999961853027,6.19999980926514,1.89999997615814,3.26315783529731,1.59677418114367,0.100000001490116,0.100000001490116,1,"Punctiform","Punctiform",FALSE,FALSE,"Absent",TRUE,"Moderate","Straight","0","no","Trapezoidal","Convex","Unidirectional convergent","Unidirectional convergent","Convex",FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,"Chert","Local","Local","Local","no",NA
"RB_991","RB","A2",FALSE,"0%","Blank","Bladelet","Optimal production","Optimal","Complete",17.7000007629395,8.5,3.79999995231628,2.23684213333183,2.08235303093406,2.79999995231628,1.39999997615814,2,"Plain","Oval",TRUE,FALSE,"Moderate",FALSE,"Absent","Curved","1R","yes","Triangular","Sub-parallel","Unidirectional parallel","Unidirectional parallel","Straight",FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,"Chert","Local","Local","Local","no",NA
"RB_992","RB","A2",FALSE,"0%","Blank","Bladelet","Optimal production","Optimal","Complete",14.6000003814697,5.5,2,2.75,2.65454552390358,1.20000004768372,0.5,2.40000009536744,"Plain","Oval",FALSE,FALSE,"Absent",TRUE,"Moderate","Straight","0","no","Triangular","Sub-parallel","Unidirectional parallel","Unidirectional parallel","Convex",FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,"Chert","Distant.France","Distant","France","no",NA
"RB_993","RB","A2",FALSE,"1-33%","Blank","Bladelet","Semi-cortical","Semi-cortical","Complete",27.6000003814697,9,2.79999995231628,3.21428576902468,3.06666670905219,0.200000002980232,0.200000002980232,1,"Punctiform","Punctiform",TRUE,FALSE,"Pronounced",FALSE,"Absent","Curved","1L","yes","Trapezoidal","Irregular","Unidirectional transversal","Other","Pointed",FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,"Chert","Very-distant.France","Very.distant","France","no",NA
"RB_994","RB","A2",FALSE,"0%","Blank","Bladelet","Carinated","Optimal","Complete",11.8999996185303,6.40000009536743,1.60000002384186,3.99999999999999,1.85937491268851,2.59999990463257,0.300000011920929,8.66666600439287,"Linear","Linear",TRUE,FALSE,"Moderate",TRUE,"Moderate","Curved slightly","0","no","Polyhedral","Irregular","Unidirectional parallel","Unidirectional parallel","Straight",FALSE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,"Chert","Circum-local.France","Circum.local","France","no",NA
"RB_995","RB","A2",FALSE,"0%","Blank","Blade","Maintenance","Maintenance","Complete",26.1000003814697,12.3999996185303,3,4.13333320617677,2.1048388051937,7.80000019073486,1.70000004768372,4.58823527761808,"Double","Oval",TRUE,FALSE,"Moderate",TRUE,"Moderate","Straight","0","no","Trapezoidal","Irregular","Unidirectional convergent","Unidirectional convergent","Straight",FALSE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,"Chert","Local","Local","Local","no",NA
"RB_996","RB","A2",FALSE,"0%","Blank","Blade","Lateral","Maintenance","Complete",38.5999984741211,13.3999996185303,3.90000009536743,3.43589725406605,2.88059698305833,2.90000009536743,0.100000001490116,29.0000005215407,"Linear","Linear",FALSE,FALSE,"Absent",TRUE,"Moderate","Curved","0","no","Polyhedral","Irregular","Unidirectional convergent","Unidirectional convergent","Irregular",TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,"Chert","Circum-local.France","Circum.local","France","no",NA
"RB_997","RB","A2",FALSE,"0%","Blank","Flake","Optimal production","Optimal","Complete",18,9.60000038146973,3.40000009536743,2.82352944476382,1.8749999254942,4.09999990463257,0.800000011920929,5.12499980442226,"Plain","Rectangular",TRUE,FALSE,"Moderate",TRUE,"Moderate","Straight","0","no","Triangular","Sub-parallel","Unidirectional parallel","Unidirectional parallel","Convex",FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,"Chert","Local","Local","Local","no",NA
"RB_998","RB","A2",FALSE,"1-33%","Blank","Flake","Maintenance","Maintenance","Complete",16.6000003814697,8.5,3.40000009536743,2.49999992987689,1.95294122134938,3.5,1.60000002384186,2.18749996740371,"Plain","Rectangular",TRUE,FALSE,"Moderate",FALSE,"Absent","Straight","0","no","Polyhedral","Sub-parallel","Unidirectional parallel","Unidirectional parallel","Straight",FALSE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,"Chert","Local","Local","Local","no",NA
"RB_999","RB","A2",FALSE,"0%","Blank","Flake","Maintenance","Maintenance","Complete",29.3999996185303,17.6000003814697,5.5,3.20000006935813,1.67045448757401,3.20000004768372,1.79999995231628,1.77777785136377,"Plain","Rectangular",FALSE,FALSE,"Absent",FALSE,"Absent","Straight","0","no","Lateral steep","Sub-parallel","Unidirectional parallel + crossed","Other","Straight",FALSE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,"Chert","Local","Local","Local","no",NA
"RB_1000","RB","A2",FALSE,"0%","Blank","Bladelet","Optimal production","Optimal","Complete",24.6000003814697,6.80000019073486,3.40000009536743,2,3.61764701344975,2.29999995231628,0.800000011920929,2.87499989755451,"Plain","Oval",FALSE,FALSE,"Absent",TRUE,"Moderate","Curved slightly","1R","yes","Polyhedral","Sub-parallel","Unidirectional parallel","Unidirectional parallel","Straight",TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,"Chert","Very-distant.Italy","Very.distant","Italy","no",NA
"RB_1001","RB","A2",FALSE,"0%","Blank","Blade","Optimal production","Optimal","Complete",28.2999992370605,13.6000003814697,3.29999995231628,4.12121229635892,2.08088223847551,4.40000009536743,2.09999990463257,2.09523823580234,"Plain","Oval",TRUE,FALSE,"Pronounced",FALSE,"Absent","Straight","0","no","Trapezoidal","Sub-parallel","Unidirectional convergent","Unidirectional convergent","Convex",FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,"Chert","Distant.France","Distant","France","no",NA
"RB_1002","RB","A2",FALSE,"0%","Blank","Bladelet","Lateral","Maintenance","Complete",18.2000007629395,8.5,3.40000009536743,2.49999992987689,2.14117656034582,0.100000001490116,0.100000001490116,1,"Punctiform","Punctiform",FALSE,FALSE,"Absent",TRUE,"Moderate","Curved intense","1L","yes","Lateral steep","Sub-parallel","Unidirectional parallel","Unidirectional parallel","Straight",TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,"Chert","Very-distant.France","Very.distant","France","no",NA
"RB_1003","RB","A2",FALSE,"0%","Blank","Bladelet","Optimal production","Optimal","Complete",14.1999998092651,4,2,2,3.54999995231627,1.5,0.899999976158142,1.66666671081826,"Plain","Triangular",FALSE,FALSE,"Absent",TRUE,"Moderate","Straight","1R","yes","Triangular","Sub-parallel","Unidirectional parallel","Unidirectional parallel","Straight",FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,"Chert","Local","Local","Local","no",NA
"RB_1004","RB","A2",FALSE,"0%","Blank","Bladelet","Optimal production","Optimal","Complete",19.7000007629395,5.59999990463257,0.800000011920929,6.99999977648259,3.51785733900509,2,0.600000023841858,3.33333320087857,"Plain","Oval",FALSE,FALSE,"Absent",TRUE,"Pronounced","Straight","0","no","Trapezoidal","Convergent","Unidirectional parallel","Unidirectional parallel","Pointed",FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,"Chert","Very-distant.France","Very.distant","France","no",NA
"RB_1005","RB","A2",FALSE,"0%","Blank","Bladelet","Optimal production","Optimal","Complete",13.3000001907349,3,1,3,4.43333339691163,0.699999988079071,0.699999988079071,1,"Plain","Oval",TRUE,FALSE,"Moderate",FALSE,"Absent","Curved slightly","0","no","Triangular","Sub-parallel","Unidirectional","Unidirectional parallel","Straight",FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,"Chert","Local","Local","Local","no",NA
"RB_1006","RB","A2",FALSE,"0%","Blank","Bladelet","Optimal production","Optimal","Complete",27.6000003814697,11.5,3.20000004768372,3.59374994644895,2.40000003317128,3.20000004768372,1.29999995231628,2.46153858850695,"Plain","Oval",TRUE,FALSE,"Moderate",FALSE,"Absent","Straight","0","no","Trapezoidal","Sub-parallel","Unidirectional convergent","Unidirectional convergent","Convex",FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,"Chert","Distant.France","Distant","France","no",NA
"RB_1007","RB","A2",FALSE,"33-66%","Blank","Blade","Semi-cortical","Semi-cortical","Complete",42.7000007629395,17.6000003814697,4.30000019073486,4.09302316297384,2.42613635440011,0.899999976158142,0.400000005960464,2.24999990686775,"Plain","Triangular",FALSE,FALSE,"Absent",TRUE,"Moderate","Curved intense","0","no","Polyhedral","Sub-parallel","Unidirectional parallel","Unidirectional parallel","Convex",TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,"Chert","Local","Local","Local","no",NA
"RB_1008","RB","A2",FALSE,"0%","Blank","Flake","Maintenance carinated","Maintenance","Complete",11.3999996185303,7,1.5,4.66666666666667,1.62857137407576,1.20000004768372,0.600000023841858,2.00000000000001,"Plain","Oval",TRUE,FALSE,"Moderate",TRUE,"Moderate","Curved intense","1R","yes","Triangular","Comma-like","Unidirectional parallel","Unidirectional parallel","Straight",FALSE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,"Chert","Very-distant.France","Very.distant","France","no",NA
"RB_1009","RB","A2",FALSE,"0%","Blank","Bladelet","Carinated","Optimal","Complete",8.80000019073486,4.5,0.699999988079071,6.42857153804935,1.95555559794108,0.699999988079071,0.100000001490116,6.99999977648259,"Linear","Linear",FALSE,FALSE,"Absent",TRUE,"Moderate","Straight","0","no","Flat","Convergent","Unidirectional convergent","Unidirectional convergent","Pointed",FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,"Chert","Local","Local","Local","no",NA
"RB_1010","RB","A2",FALSE,"0%","Blank","Flake","Optimal production","Optimal","Complete",20.2999992370605,11,2.70000004768372,4.07407400212333,1.84545447609641,1.60000002384186,0.5,3.20000004768372,"Plain","Rectangular",FALSE,FALSE,"Absent",TRUE,"Moderate","Straight","0","no","Triangular","Irregular","Unidirectional parallel","Unidirectional parallel","Straight",FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,"Chert","Local","Local","Local","no",NA
"RB_1011","RB","A2",FALSE,"0%","Blank","Blade","Optimal production","Optimal","Complete",38.4000015258789,15.6000003814697,3.29999995231628,4.72727291117687,2.46153849915875,1.89999997615814,1,1.89999997615814,"Plain","Oval",FALSE,FALSE,"Absent",TRUE,"Moderate","Curved slightly","0","no","Lateral steep","Irregular","Unidirectional parallel + crossed","Other","Straight",FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,"Chert","Circum-local.France","Circum.local","France","no",NA
"RB_1012","RB","A2",FALSE,"0%","Blank","Flake","Optimal production","Optimal","Complete",19.5,11,2.20000004768372,4.99999989162791,1.77272727272727,2.70000004768372,0.200000002980232,13.5000000372529,"Linear","Winged",TRUE,FALSE,"Moderate",TRUE,"Moderate","Straight","0","no","Flat","Sub-parallel","Unidirectional parallel","Unidirectional parallel","Straight",FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,"Chert","Local","Local","Local","no",NA
"RB_1013","RB","A2",FALSE,"0%","Blank","Bladelet","Optimal production","Optimal","Complete",19,7.19999980926514,1.89999997615814,3.78947363137539,2.63888895879557,1.39999997615814,0.800000011920929,1.74999994412064,"Plain","Triangular",FALSE,FALSE,"Absent",TRUE,"Moderate","Curved","0","no","Triangular","Sub-parallel","Unidirectional parallel","Unidirectional parallel","Straight",FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,"Chert","Local","Local","Local","no",NA
"RB_1014","RB","A1",FALSE,"0%","Blank","Flake","Maintenance","Maintenance","Complete",40.5,28.8999996185303,20.2000007629395,1.43069299638604,1.40138410154275,NA,NA,NA,"Undetermined","Undetermined",FALSE,FALSE,"Absent",FALSE,"Absent","Straight","0","no","Lateral steep","Irregular","Crossed","Other","Pointed",FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,"Chert","Local","Local","Local","no",NA
"RB_1015","RB","A1",FALSE,"100%","Blank","Flake","Cortical","Initialization","Complete",55,38.7000007629395,15.3000001907349,2.52941178303872,1.42118860247336,NA,NA,NA,"Undetermined","Undetermined",FALSE,FALSE,"Absent",FALSE,"Absent","Curved intense","0","no","Rectangular","Irregular","Unidirectional","Unidirectional parallel","Irregular",FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,"Chert","Local","Local","Local","no",NA
"RB_1016","RB","A1",FALSE,"1-33%","Blank","Bladelet","Crest","Initialization","Distal",23.3999996185303,5.59999990463257,5.19999980926514,1.07692309808449,4.17857143161249,NA,NA,NA,NA,NA,FALSE,FALSE,"Absent",FALSE,"Absent","Curved slightly","1L","yes","Lateral steep","Irregular","Crossed","Other","Pointed",FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,"Chert","Very-distant.France","Very.distant","France","no",NA
"RB_1017","RB","A1",FALSE,"33-66%","Tool","Flake","Semi-cortical","Semi-cortical","Complete",32.7999992370605,23.2999992370605,6.59999990463257,3.53030296571764,1.40772533523905,NA,NA,NA,"Undetermined","Undetermined",FALSE,FALSE,"Absent",FALSE,"Absent","Straight","0","no","Triangular","Irregular","Unidirectional","Unidirectional parallel","Convex",FALSE,FALSE,"Endscraper","Endscraper","Direct","Apex",NA,"Distal",1947.456543,1300.744373,"Chert","Local","Local","Local","yes","Artec.Spider"
"RB_1018","RB","A1",FALSE,"1-33%","Core-Tool","Flake","Semi-cortical","Semi-cortical","Complete",24.8999996185303,29.7999992370605,13.3000001907349,2.24060141426313,0.835570478389934,2,1,2,"Plain","Oval",TRUE,FALSE,"Moderate",FALSE,"Absent","Straight","0","no","Rectangular","Sub-parallel","Undetermined","Other","Straight",FALSE,FALSE,"Endscraper carinated","Endscraper carinated",NA,NA,NA,NA,3113.247559,1433.987989,"Chert","Local","Local","Local","yes","Artec.Spider"
"RB_1019","RB","A1",FALSE,"1-33%","Tool","Flake","Semi-cortical","Semi-cortical","Complete",32.0999984741211,23.2000007629395,8.60000038146973,2.69767438765795,1.38362057838372,3.59999990463257,2.09999990463257,1.71428574672362,"Cortical","Oval",FALSE,TRUE,"Absent",FALSE,"Absent","Straight","0","no","Lateral steep","Convex","Unidirectional parallel","Unidirectional parallel","Convex",FALSE,FALSE,"Endscraper","Endscraper","Direct","Apex",NA,"Distal",2461.895752,1376.268662,"Chert","Local","Local","Local","yes","Artec.Spider"
"RB_1020","RB","A1",FALSE,"1-33%","Core","Other",NA,"Semi-cortical","Other",29.6000003814697,38.5,13,2.96153846153846,0.768831178739473,NA,NA,NA,NA,NA,FALSE,FALSE,"Absent",FALSE,"Absent",NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA,NA,NA,NA,NA,NA,5610.946777,2579.543817,"Chert","Local","Local","Local","yes","Artec.Spider"
"RB_1021","RB","A1",FALSE,"0%","Core","Other",NA,"Other","Other",28.5,29.3999996185303,21.8999996185303,1.34246575938997,0.969387767680002,NA,NA,NA,NA,NA,FALSE,FALSE,"Absent",FALSE,"Absent",NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA,NA,NA,NA,NA,NA,6394.330078,2210.593081,"Chert","Local","Local","Local","yes","Artec.Spider"
"RB_1022","RB","A1",FALSE,"0%","Core","Other",NA,"Other","Other",19.8999996185303,25,26.6000003814697,0.939849610581799,0.795999984741212,NA,NA,NA,NA,NA,FALSE,FALSE,"Absent",FALSE,"Absent",NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA,NA,NA,NA,NA,NA,6891.458984,2326.080058,"Chert","Local","Local","Local","yes","Artec.Spider"
"RB_1023","RB","A1",FALSE,"0%","Core-Tool","Flake","Undetermined","Undetermined","Undetermined",25.8999996185303,18.1000003814697,12.1999998092651,1.48360661183978,1.43093917528566,NA,NA,NA,NA,NA,FALSE,FALSE,"Absent",FALSE,"Absent",NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,"Endscraper;Endscraper thick","Endscraper","Direct","Apex",NA,"Distal",2360.431641,1075.956374,"Chert","Very-distant.Italy","Very.distant","Italy","yes","Artec.Spider"
